target,text
1,"Ok I'm going to go read my new Demonata book,so later  &lt;3"
0,@EternalEden we don't have Physicians Formula here
1,@raH904 shad up lol
0,....waiting for Lester to come home....     I'm extremely bored!!!
0,feeling pretty down
0,"@tiffanyamanda it didn't work the first 2 times. we'll try again tonight, but i think she'll be in a pixie cut soon"
1,"@Schroedinger99 Yeah, as far as I'm concerned @Wossy probably isn't anything but a prick!"
0,@alanashley take some pics if you can...even though they'll just break my heart even more
1,"@Sanddancer75 m8 if its a 60gb run to buy it, sell for ï¿½500 then get a normal one"
1,@featherk well u better next time.
0,"i just got done doing community service, uhg  i didnt know churches had so many problems   oh well"
0,Has realised she has NO friends
1,says good afternoon  http://plurk.com/p/xlv28
1,"Passed security, without having to remove my shoes for a change."
1,@katyperry really enjoyed your show today  xxx
0,"dude, i feel horrible  i hate being sick."
1,@JBARSODMG *sighs*...So Now That I Have A Twitter..We're Gna Try This Again Since U Said U Dont Check Ur Book Of Face..Hi New Friend  haha
1,@Fastcars800 Beeden please don't kill me
1,"http://twitpic.com/68cs6 - Me, Erin, Erica, and Cassidy on the bus to Baltimore"
0,has insomnia and a headache
1,"@ian_watkins the hair was beginning to grow on me, oh well  Can't wait for the new album"
0,@backstreetboys withdrawals really suck  #BSB #NC #AC
0,"@iam_rAiNe Haha, if you are leaving on Tuesday.. I guess you definitely won't be around to join me.."
1,with john!!
0,I want my baby god brother
0,"@Kecia08 Naps always sound like a great idea, but they rarely are - such a shame I love them"
1,@Khaldounj yeah LOL  what are you up to today?
0,"@paperclipface good, good! I bet yours doesn't suck as much as mine, though! I wrote my 1st fight scene; my charries usually run away"
1,according to bevy the hallways smell like corndogs. (shes crazy) haha
0,So i'm at this prom right now and people are clapping on beats 1 and 3. One of my peeves
0,@sophink I hate the British weather !
0,"@Alyssa_Milano yeah i posted a tweet abt him earlier, it's sad when the world loses someone like Ed!"
1,"@CalifanSD ...and that if I could grade that, you'd have gotten an A+"
1,@rstep7 another celeb for you to try and get a response from for your competition
0,@ClaireJeepChick I haven't seen the sun in weeks!! Non stop rain  that's why I need my live!!!
1,@lesley007 Snap!  It's all that SUN
0,is happy that she has to wait until Green Day is October until she gets to go in a mosh pit again
1,@stuartgibson It's okay with me. You've still got us as a backup
1,now watchin Jungle Book 2 the movie.. a Walt Disnep production.. aah.. today was a kiddish day i spent.. loved it!
1,@SeanMalarkey I spent a lot of time in Columbus now I have one more friend there
1,"@WORLDPEACE10  Awwww thank you and yeah, we are following one aonther around the internet today huh"
1,@L2Lapparel those are awesome postcards taylor!
1,i love dancing around my room naked singing badly
1,going now bye guys have a niice day
0,dogs + park = TICKS
1,"Hmm, Im bored I think Ima make somee cookies todaay ! woooooooot."
0,"on the way PRJ with mamski, papski, aa jian, neng and si gendut aling.. waaa macet bgt, fikri belum ngabarin lagi"
0,Too fucking sick to do anything or be anywhere.  Fuck this SHIT!  FUCK IT!
1,Schweet!! Love seeing people upload their backgrounds
0,@carebear017 My old school.  I miss you guys ! &gt;&lt;
1,@binged love the Twitter handle.   Is  this intended to provide support for all Bing addicts.  I feel like binging on #Bing.
0,@jeffgrant i have wine too but im home alone so not drinking it!
0,wanna go on holiday  have to wait til next year
0,@bellerella no I'm back.. I was out west only for three days  I wish I could go back... you went to the Regina show right?
0,Game in a bit. God its HOT outside.
1,"@karinb_za I guess its omelette for lunch again today. Dh says I am putting cms on again, so need to curb the choccy binging"
1,Counting down to Mew Moon preview... Dont judge me!!!
0,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.
1,I love Song of the Day!
1,@okneil welcome home wherever that may be
0,@Emerrleee WHAT?? :O oh no!!
1,I'm now a proud owner of a Germany jersey. Awe-fucking-some!
0,"@DragonRiderHP FML, right? my friends drove here and I wanna go home... the bad kind of drunk."
1,@Karina_Escobar LOL ok  yay!! and Imma have to look for a nice pic of me..that'll be hard lol..hey do u know how to on picnik do the
1,Off for a much needed run around the Tan. Most likely will end in a walk
0,is Sad about john and Kate
1,"@RemoveMyFatSuit Haha thanks! Just got back from spinning, and that totally made me smile and feel like the last hour was worth it!"
1,@inworship that sounds...very American.
1,the dandy warhols - all i have to do is dream ... kinda creepy .. kinda love it
1,My mom bought me track shoes!  You know what that means? ...I'm not joining track. Haha. Maybe.
1,@mbhj thank you!
0,i have no idea what to wear to the greek festival tonight
1,@xDirtyBurdx no its all good  lolz. So wut do u do for fun?
0,"@merezo, are you okay?  I love you!"
0,Watchin tv with Sadie. Found a dead baby skunk at the barn this mornin
0,@twisource why would you do this to us this means all australian listeners will be at school !!
1,Watching the &quot;najeeramba&quot; episode of martin (aka shaquille sunflower)....how appropriate!
0,the sunshine is staying back and this time i'm leaving
1,"i saw a woodpecker today , too bad he was too fast to take a picture  i did take a picture of a wild bunny though"
0,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
1,"Worshipping twitter, haha  Its really kewl."
1,@mrs_bopp Welcome Mrs Bopp to Cafe PaddyAnglican - following the meeting through vrious tweets/vids and pics - sorry to miss you all
0,Goin out with my girls before I devote my weekend to studying!
0,@ohmontana deal! I'll murph you with my pliplup or whatever. The water one. Barely at level 20
0,@Lab_Mouse  awww that's no good
1,please join my Twibe. Go to http://twibes.com/MSucks or re-tweet this link to join. #msucks
1,No school until Wednesday!  ..and then exam on Friday
1,"Alexa ranking going down http://axino.net is now on the  2,657,983 and #  73,877 in Philippines beats me why!"
1,@demi_superfan1 hey im good sorry i took so long 2 reply  and im just chillin listening 2 music wbu?
0,@Alyssa_Milano Baseball has no following in Europe at all &amp; it saddens me as I love baseball. It's miles better than cricket!
1,@motionocean good morning
0,"@meloymacainag yeah, i miss you"
1,Rawr! Trying to stay up all night to go camping early! Haha
1,@GabrielleGrace Toughening yourself up for when they boys jump all over you upon your return?
0,i cant spell
0,@angiewarren @liarsandfrogs jr just saw our Drs PA  he has bronchiolitis but weighs 25#s
0,is im a walmart that looks exactly like Marshall.  I miss Zach and Jesse.
0,set to fail
0,@MakingOurEscape you seemed kinda eager to me! haha.. but yea its like how we gt our BS coursework back when we thought that THAT WAS IT
0,Just woke up 'cause I slept like 7 in the morning.
1,Me against the world. I fight my way through. You can try and hold me down. Right now the joke's on you. Bwahahaha
0,Man i wish i could just bathe in my ice-cold sunkist right now.... But then i'd be sticky
0,"@Adi74 Can't get back to sleep, no  went to bed pretty early though, was feeling crappy after raid."
0,@jarvie would love some eclairs but I am in Vegas tonight won't be back till tommorrow  #no_eclair blues!!!
1,"@MoTancharoen YAY, I wll be thinking happy creative happiness thoughts for you."
1,Just got on the megabus en route to London! Britney in just over 12 hours!
1,@textdrivebys way to be productive!
0,Really cold  Should get ready soon.
1,Great bike ride during sunset.. Now drinks and tv
1,@reallyJim Hallelujah. I like to talk openly on Twitter. Even if most of what I say is meaningless and trivial
1,@miniscoop suuuuuuuuuuus! 2 more years.
1,@jamis timing of your tweet about hopscotch was nice... sitting down to a rousing game of bingo with my 2-1/2 yr old daughter right now
1,"Finishing up some work, getting super pumped for the weekend!"
1,Just had a blast with my best buddy.
0,OMG.. He was only 23 so young ... He had his life stole. So sad
1,@adevine1 all best wishes to you and your wife. life goes on
0,oh god if no one talks to me im going to log out
1,just saw a poster of @michael_paynter at Charlie's Bar on Neighbours.  How cool is that.
0,Wishing the rain would stop! I don't think my wish is going to come true today!
0,@simplycrystal omg you're so sick
0,Decided to watch Asian live action dramas. Gonna start with Korean. gf suggested &quot;Kim Sam Soon&quot; but I can't find a stream
0,"@kris89 http://twitpic.com/7ktol - i miss you too amiiiga, so much  and i love you more than you can imagine"
1,@gulpanag solitaire is a classic in the computer game genre  sudoku is addictive!!
0,@LaurenKay1994 it soul out super fast  so i couldnt get it
0,@youheardright Thanks lol i'll try the one where i give up atm because all the others is a no can do seeing as how i'm at my fathers
0,talking 3 hour naps on sunday rocks...however not being able to sleep sunday night and have to go to work at 8 does not rock  so sleepy!!
0,iÂ´m ill.... sad day  raining all the time...want to breakaway
1,"@bigguyd Hi Don, you have some great photos on your site. My fav is your daughter crashed on the couch.  Thanks for following me! Kellie"
0,Here's the only ones I know of. http://bit.ly/6TLNs http://bit.ly/Pl5WQ U were there!? OMG I so would've look 4 u if I had known that.
0,http://twitpic.com/7lytp - Last tweet before flying  gonna miss you internet xxx
0,"They got a new rule to where only one person can leave at a time,so i have to eat lunch all alone"
0,@websiteowner @xDaisyLanex @Sharan23  I couldnt either hun
1,@JaeBlvd asap.. I need you to put it on a link and a pic playboy stop fukin playin.. get one of your assistance to do it for u
1,@brian_littrell this is the twitter's world !
0,stupid weather
1,What a lovely morning ... would be a great day for photography if it wasn't a work day
1,@DrSmoooth your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/12277/
1,@ladyw87 wow...amen. You don't know how happy this tweet makes me
0,I think a midgie has bitten me on the lip
0,"i miss yooouuuuu kid   and i LOVE YOU , really ;) xo Lor"
1,I'm watching slumdog millionaire  good so far
0,just came from the gym and saw my trainer...I wish I still had my old trainer
0,@ben_mayer at least you get tan lines. i usually just burn
1,@MalloryDestiny Hi there ! How are you doing today ?
1,S. F .A just chillaxin!!
1,"Holes just came on! Oh my god, best mood ever right now."
0,@UllyN @missajeng haahhaha. Gue pulang ga bawa apa2 loohhh !!  breadtalk doang. :p naksir oxford shoes d petitecupcakes pdhl..
1,@billengvall  - Any chance you could skip Vegas and come to Jersey?
0,woooohoo!? what the hell... it's cold
1,@MarySayWhat LOL plagiarism or not it might make a good story
1,Ya! I 've missed my cuzn Windpixie. Welcome bk 2 Cali.
1,"@sekarnakula oh okay I see, well keep in touch"
1,@bobbyu714 don't worry about us here. I've got a dozen sitters
1,"@alexderossi well, they may hate your role but nontheless you gave justice to the character!!  cant wait for tayong dalawa"
0,@TheMrPicture ook nah they didnt close mine someone had my password and felt the need to Deactivate me  so all my friends got del
0,"Mmm, facebook is slow as hell"
1,to sleep. I know it's early but what can I say. Me sleepy
1,@PinkLightning_  Just watching my sister on xbox and  looking at twilight stuff  mtv movie awards tonight on mtv at 9 ! Twilight won 5
0,@mileycyrus I so wish I could go to @mitchelmusso gig but I'm in San francisco now
0,@CCWGGuy they had passes for that?   aw
1,@mrtweetlovesyou Really? Hope you enjoyed it.
1,@gone2dmb i know!! i just posted on laurens fb...8:00 sounds like FOREVER! i've missed you guys lately. nice to see ya!
0,I really really with that Tini had twitter so we could chat all hours of the day. I miss that dog.
0,"finished watching anime Chrono Crusade and it was very good, and it had a sad ending, i cried  ...  lol, dont tell anyone."
0,I think it stopped raining....but everything is soaked and muddy
0,all the pride pictures look so fun
0,@suzilicious25 twitter has been very screwy lately.
1,Is thinking first episode of the lauren and leanne show tonight !
0,"Deerfield Beach, FL. Last day of the trip  http://yfrog.com/59m97j"
1,@ayatoshirosan And I was just texting you (a moment ago) as you were twittering ME!  I'm sending you my love! xxx
0,Hungry but cant eat
1,@unahealy ahh una  its my birthday todayy!!!  xx
0,"@Willie_Day26 awww man, its nott"
0,Doing a little bit of real work/write ups and watching tv! No chat tonight  #busybee
1,@PsychedelicBabe Is that the &quot;polite term&quot; for a teabagging?
0,should i twit pic these swim suit tryouts so you can tell me which ones u like best? i cant choose
1,"hi!looking for new friends here hope to find one, im kel from manila, 26... edward cullen hope ur real"
0,has an achey head and its sore
0,wow. ima get to these replys is a sec but boi o boi is this &quot;Brand New&quot; hittin home right ab now. sheeeesh drizzy  what a tangled web...
0,"WOW 4am and Im still up, got alot on my mind"
0,My watch stopped ticking.
0,"Nicole replied to every single pcdfan in my followinglist, just not me. I'm really really sad right now :'("
1,I'm done with high school and I am a LRCH 2009 alumni!
1,Lake on Wednesday hopefully. Got my fast internet working.
0,missing the real houseives of nj finale  but so drunk and its not even 11 and we're all singing along to jason mraz's remedy
0,Laying in bed LOL so tired feet and shoulder hurts
0,Is so sad. I don't want you to leave baby
1,i'm having  a nice a cold campirinha at the Brasil Residence with friends
1,Aww @stratosphear way to go breaking my heart.
1,@linda1966 True  how was your day?
0,Coming home
1,"Days almost overrr, my finals are done for the day  blah blah blah. I have a date tonight with cutieee&lt;3"
1,"@TradingGoddess Haha, it's understandable, it's only text after all"
0,@ddlovato do u even get to know me messages?
1,@puddytatpurr Yarn is about to be dyed....
0,@siggieggertsson I wanna be.  you going?
1,At anthony &amp; dorine's home
0,"I dreamt that I  had two ticks on my back, and @erisofdiscordia had a hard time removing htem. Then @MPBOnline did a show on ticks today."
1,"@thaza look both ways before crossing ibu  anyway, have a great time!"
1,"@alittlebit @hobbs @alpew it's always handy to have a few geeks on call though, you never know when you need one"
1,@michaelsheen http://twitpic.com/4f2t1 - now this is a cute picture!
0,"oh, boy... it's gonna be one of *THOSE* days again."
0,Am I going to forget again? I hope not...
0,Sad to miss a TTC show for the first time ever...
0,My brother just ran away so there's no one here now. Lonely.
1,Im so ready for summer... freakishly tired
1,"went with the sister to Atlanta Seafood Comp. for dinner,yummm.Then with Alex, Nicole, and Heather to Atlantic Station.Sunrise on Sawnee?"
0,@chris_smuggy still no updates!
1,Happy Mothers Day to Everyone
0,thunderstorms = no fun  .....unless you have someone to watch them with baha
1,"@rupinjapan dude!! Where bouts are they? The premiere,  and staue too?? I want to see!!"
1,Up!  so cute. Hehe
1,Decided to have a go at T-Shirt design: http://twiddles.spreadshirt.net/ Feedback (and or course purchases) welcome!
1,is trying to.... find Spencer Pratt's twitter!!!
0,Frankie Beverly and Maze will be here tomorrow night.....and I gotta club
1,"the new songs are really beatuful guys!, I'm Cecilia from argentina, I loved your show here, please come back soon"
0,@ashleyarminio I loved Friendly's when I lived in NJ...None here in Texas
1,@albertjunhokim haha! that's rite!
0,@huwstephens -bad for Crystal
1,@irishscream you know it!
1,@rogerdc LOL can tell who the real people are  there so much plain crap out there! @twitter needs a fix for it must drag everything down
0,is studying in the clubhouse of the condo - still no internet in my unit  http://plurk.com/p/12d8uc
1,"@maxime68 yes, i do! one has to keep the rumors rolling, you know"
0,"@loutrile stuck. There's no escape. Deep down, you just wish someone would save you from yourself. Well, that's how I feel."
0,Fought off the shame to ask money from my ninong (tq). Still no salaries up to this time
0,@Daeke is UP already in cinemas in the us? We have to wait till september
0,2pts away from a B in humanities  FML
0,am in da computer lab in hpt all bored
1,Going out to buy goodies
1,@circe_21 but for now youll just have to hang out with the twitterangers
0,@helenwhy i see haha  what've you been up to outside of work?
1,@genevanheathen i will take one towel please!
0,not feeling goood anybody ever drunk v8 n it messed up yo tummmy  fuck
0,Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive
1,@coreymuch both. but mainly hair
0,Some one asked me if I was a carnie tonight on the sky train
1,@ShannaMoakler I heart him too. He's fantastic
1,@gmaxter why do you want the Wings to lose so bad?!!
1,"My new pictures are on MySpace, Facebook is being STUPID. Oh, and one of them is on here."
1,Deleting pics from the comp and my mums... takin a trip dwn memory lane... thought ild bring u along wif me...  lol
0,i lost 50k in texas holdem
1,@Schofe WOOHOO!!! Can't wait for Hermione Norris interview
1,"@Sunshine045 both my cuttie pies classmates, family and friends which I hope to count you in on that list this summer doll   How r u???"
1,Hanging out with Karim  watching Wall E lol
0,@twilightscoops just read that rob declined red carpet interviews...
0,In bed with a sore stomach and it's a crackin day outside.  FAIL
1,"My rooms usually like a fridge...its now all toasty, thanks to the sun"
0,"I just can't explain the amount of feelings I'm having. Honestly, I don't know what's wrong. The feeling-a-song theory is not true."
0,@VWsalesguyVA that's a fantastic image
1,So finally the fourth chapter of my marathon is up  Writing the fifth and final chapter right now
1,@katiebabs Kate MacAlister. I love her. Warning: don't read on the bus. Random giggles.
1,"@kylaworld oh, that last post with the #tcot hashtag just set you up for a whole lotta libs trying to follow...beware the trolls"
0,"work, work, work... tired"
1,"@mayapeep Yeah, I was bored on Friday and started looking through your friends."
1,"@suziperry http://twitpic.com/57wc7 - Now they are nice boots !!!, hot as always Suz, great to have you back"
1,mmm breakfast tacos and coffee
1,Cut the shit out of my arm today
0,Lost finale won't have finished downloading by the time I go to bed
1,@livingtogether
0,Watchin Big Brother.. this series seems pretty boring
0,@tjok I wish you could come see me but now I'm the only one who's awake.
1,@TempestCrz lol...those things R just a few of the things that get my attention but it takes far more to keep it...  Still asexual tho!
0,@O2 why don't you offer the web &amp; wifi  bolt on with a simplicity account. I've just got data on mine
1,@souldesign1 so far only we are the only ones 2 do the b&amp;p inspection.  Onto our MB to try speed things up
1,"Ok, people. Time for some serious deals and steals."
0,Ok...just got back to my computer to find many tweets about why the photos are green.....doh!!!!!!! Friday Fail
1,is going for a run. Taking the dog with me. Should be fun.
0,@ddlovato I was supposed to meet you in an hour but they said there aren't any m&amp;g's  at least I'll see you at the show-you'll be amazing!
1,"@katiachic I thought I was the only one who noticed that, though most we laughing at how loud we were"
0,"Maths exam out of the way (Y) but geography tommoro  Thats another two hours in a stuffy exam hall  Todayyy was :O so HOTTT, dreadful!!"
1,@jonghwoo When i come to New York i have to found you!!
0,@tutanreyes I think he is just tired...he gave it all last game...has no more
0,hopefully odu will accept my app. 2 days late
0,"Is watching the tonight show without jay leno  Sob, sniff, sniff...."
0,is kinda wishing that you'd talk to her.
1,I'm a very happy clam right now.
0,@Urban_Idiot do giraffes and jaguars get along? i don't want no more fechtin..
1,Overdose sounds like so intresting  try it one day and see how wonderful youll feel
1,That sounds hella good! Lucky yoou!
1,At the mall!!  ï¿½LGV!ï¿½
0,The nasty weather makes revising horror less nice
0,@PurpleModel hey girl hey!! Heard the news!
1,@FrankieTheSats How do you keep in such good shape  xX
1,"no worry, i will study hard to see my sweet head-banger"
1,"@LisaTroy Oh.   Thats so much a non-issue I didnt even think about it.    Lil' Will is totally misogynistic, I fear."
1,"@YourWxToday Yea, it was a bummer it was rained out. This weekend is the Pungo Strawberry festival in VA Beach. Going to try &amp; go to that"
0,@mtgh I didn't go! Got work to do at the last minute! Was very disappointed
0,&quot;I fall so easy&quot;   ...@work all day
0,I've had this killer headache for 2 days now  leave me alonee.
1,Time for golf.... and time to win  http://myloc.me/24AU
0,@bankerbradford High tech bank security tells me Kid Artwork = Obscene/Tasteless.
1,watching MTV Movie Awards 2009
0,@kaiacali i work saturdays and am off fridays and sundays
1,update 101
1,@uncleleavide naaaaaah! Cake! I can't wait to try some of Adeline's
1,"&quot;Domino's Pizza- Headingley, Horsforth and Guiseley&quot; - now on Facebook, become a fan! We've got a competition on for free pizza too- yay!"
1,"@mr_airwolf Awwwww how cute they are, they must get along"
1,"@beckharkin haha. im gooooood thanx  but very bored :\ twitter. not facebook. myspace. anything. footy. btw, congrats on the win  hahaha"
1,@pastor_Shane follow me!!!!!!!!! I ain't gonna stop sendin u messages till ya do
1,not feeling good. its okay i guess
0,@emalea I know. I don't know how we missed each other. We were in the same place at the same time! I still have not met RG
1,@dreamnoworg serving others is often the reward  Or help them go deep and wide to by filling in any of their gaps.
1,"Check out my latest tutorial here:  http://tinyurl.com/cty3uc  Please comment, rate and subscribe!"
0,"I love the nice weather, but since yesterday my allergies started acting up..."
0,i am nearly done my music assessment!! uhh now on to english essay and studying for exams!!
1,@saalon It was so fun. I still remember the cheer. Just found the official web site: http://www.hc-slavia.cz/ Good times.
1,"@naughtyandnice  Check out this link, it will explain it better than I can  http://twitter.com/followfriday"
0,I'm off to Lincoln today for an interview at the passport office
0,@CocoaGeek Huh? What's the point of a C64 emulator that doesn't emulate one of it's defining features? (The BASIC interpreter).
0,"@TrennyMcflyFace yep, im afraid its true and by morning all that'll be left of you is a HUGE chin. we'll all miss you  &lt;/3"
1,watchin movie awards with my girl
0,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
1,today in sweden it's mamas day so I just wanted to say: HAPPY MAMAS DAY!
1,A procession of up to 50 mysterious orange lights has been baffling eyewitnesses seen sweeping across Britain's skies. How odd.
0,@cedric_chee I use palringo for chat and Fring for Voice calls... The problem with both is that they don't offer a paid no-advt version
0,@adecote  i admit it is hard for me to go to dance and see the skinnies. i wear baggy stuff for that exact reason: hiding.
1,mommy's day  spending the day with my momma.
1,@shakez hehe I'm not but I'm glad I'm your first  *Smile*
1,Up was kinda deep to be a kids movie! Cute nonetheless  I recommend!
0,Eating a sandwich &amp; drinking pop ;D DUDE I MISSED HANNAH MONTANA!  [@mileycyrus]
0,"So apparently, I can't get my old number back. So brokenhearted right now"
1,blogging about Prairieland Herbs Giveaway. Asking my readers NOT to enter...I want win!   http://tinyurl.com/n6whsz
0,"Just found out his texts haven't been working since around 9pm last night. If u've texted me since then, i haven't rcvd it."
0,@Gamer_Chick_Lea fancast works just in the US? because I can't play any video
0,Aww i just totally killed a sweet squirrel
1,@poonsie2001 awww!!! how cute... i love when parents start them early.
0,@MakerOfShadows sorry just went to the video store with Georgie. No Bride Wars  just gonna put a movie on or something.
1,Yippy! New Conan in mere mintues!!!
1,"Strum me like a guitar, blow out my amplifier"
1,"@kittycatemeow @youreanidiot @roxiface My place Monday at 630. Hp begins at 7. Closed, let me know if u want ppl  e1 here is invited!!!"
1,"thinks that having fans is, well... just fantastic!"
1,be back wayyy later...going to the city  http://tumblr.com/xko1wo1m5
0,"@nickybyrneoffic @markusfeehily I hope Westlife comes back soon. I miss them music-wise. And without'em, world's a little less gorgeous."
0,"@semenovich Great Videop Anna,you look AWSOME.I would love to buy a copy of that Maxim with you in it.They don't sell Russian Maxim here"
1,http://twitpic.com/3pgmq - @calinfusu acest Kim Jong Il al .ro-ului. sau poate am eu un client de twitter cam nasol
0,HASS&gt; ich hasse #typo3  http://tinyurl.com/dbkugt
1,"@backstreetboys yes, u can!  B IS! SEXY!!"
0,I feel bad for the Gosselins
1,@DChetty @yaarik Hey hey - thanks and #iLoveSA cos of peeps like you
0,@matthew_andrew lmao erm i do loads  im in it up untilll Stronger
0,Just made guacamole &amp; carribean style marinade for grilled wings 2 take 2 goodbye cookout w/ Dream Team for our Sara going into Marines
0,"is so pissed off, upset and god knows what else right now  :'("
1,@jephalove Okay. Im on it.
0,"@DiSCOLENA  not good, ey?"
0,@kukujane NOOOOOOOOO  I am more fun please! HAHAHA.
0,@FashionGrail it was close to 80 here in San Diego yesterday - now it's only 58
1,@ItsMeElsaa sweet  are u still waiting for pics to come in or are u starting to make the vid? I'm good. Dw bout the contest
0,ok... finished all the Mikados  Should shut up now! lol
0,"@Shanster8 Sadly, I can't receive tweets on my phone. Only send.  Anyway, phone is deactivated now."
1,@Robbieland My BF and your BFF is gonna be home in less than 1 week!! Wooooo! Get excited
0,Family took Rumzi to Spring Creek in Mansfield for his 32nd bd!  Can't find my glasses for reading.
1,@Jazreen ha you very busy huh? schedule blocked up till sat night
1,@justinlilly My wife says the stache makes you look older but she says you look cuter the old way.
1,"@DanielleAdalis the ending is te funniest, you'll see. ;) @JonasBrothers you know paranoif is always stuck in my head?? Love it."
0,@faiza007 That is SO disgusting...I am barfing in my mouth.
0,"@SchillingC I might as well give it a go today too, since I bought the cocking thing.  At least I can return it. But for what?!"
1,@AfrikanBoy Wicked. I can start looking into hiring a studio then. Just need to find you a female model now  Going Monaco &amp; Cannes so I'm
0,"Can any tell me how to have your tweets post to FriendFeed, I can't find out how"
0,Why? why? is it raining?  x
0,@welovenewkids shoot chat???  where is that???  I am soo out of the loop.
0,@PrincessSakura You're still into them?! Wow. I went off them last year. Kinda miss them though.
1,can't sleep.... whatever  it'll be ok ! just need to prepare my surgical jigsaw
0,"Nope, I can't do it, I'm too bloody scared. I'll just sign out."
1,"@SONGSTR3SS what are you goin to Chi-Town for? lol we'll miss ya, come back soon - I have a good idea for a song"
1,@billyraycyrus my husband owns one of your VHS'. Achy Breaky Heart!
1,my kids are awesome and I am enjoying this day and thanking God for all his blessings!! Hope you all are having the best of days!!
0,Dropping my brother off to school for his graduation...
0,@ijustine what kind ? i love dogs ! please please reply
1,@ines I saw @andykaufman too!   #rebcchi
0,My thoughts are with Farrah Fawcett and her family
0,@dappa_dan no we're not friends  go away
0,I miss my LA bitches &amp; wanna think up a scheme 2 get them 2 move to NY...no ideas yet
1,"@joshgroban Agreed!  He is such an awesome player, almost too awesome!  And welcome to twitter, Josh!"
1,@JeremyJacobs You will
1,"@DenaCeleste LOL! Thx! 2 hours, 30 min. You can't eat off the floors, but it should pass mom-spection. And I still have 30 min to spare!"
0,Should be at paradise
0,Okay I'm promising my self I won't buy the 16gb iPhone I willy only buy the 32GB when I can spare500$ if not I'll wAit until feburary
0,just stuffed myself with taco bell. not a good idea lol! and they forgot the sauce....how horrible!!
0,HOLY CRAP! time flies when twittering... i may need to find a twitteraholics program LOL unless this God Damn weather gets betta! BEACH
0,"Just went to blockbuster alone, I managed to run into a wall AND	get my shirt caught on a candy rack..."
0,Work  it's gonna be a long day.
0,@RyanSeacrest Can I leisten on line?  I'm not local and always miss ur show.
0,i think that i better start cleaning my room :S but i'm so bored that just thinking makes me more bored
0,oh my god i cannot believe that i will be going to class without my bestfriend. it just won't be the same!!
1,"@khali_blache It's cute, hey"
0,@gale_x What's wrong?
0,@muhreeuhh don't fall asleep then
0,off out for a walk in the sun before work  x
0,@Red_Hottie WOW That is great!!! but am I am jealous
0,Is doing homework........
1,"@tamij saw y'all talkin about it so I took a look, BRAVO @Sideache ! You've captured Princess Tami's essence!  #hhrs #tcot #hcb"
1,@ FishCreekPark late night BBQ and smores! YUM!
1,@mileycyrus hey...i heard your latest song...it really sucks ..sorry
0,@chiniehdiaz Haha! Good idea. the only thing I can give my Dad is an email.
0,bein sad
1,About to Go to Sleep
1,@modius oh we have a 12 yr old Macallan and a 15 yr old Balvennie (and a 21). we should have a scotch tasting night
0,gettin ready to work the moonlight concert in mackenzie park.... hope it doesn't rain on us
0,is 44 today
0,@EvilLittleClown I'm dry
0,I am sitting here waiting for my drivers to load so I can go home
1,@McFlyCanada hiya gd luck with the website
0,"#happybdaykrisallen: It's Kris' birthday :x:x:x:x:x:x:x:x God I wanna wish him hb in person  Oh well, happy birthday honey :*"
1,Love the Tony's. Only award show where a guy can bring his boyfriend...or wear a black leather tux.
0,My fringe is fucked! You will see tomorrow though.
1,"is watching cake boss , I'm ready for tomorrow"
0,@rose_bodo  you made me cry Bods..I stopped crying na for a long time because I am not thinking about it anymore...now I did again
1,Tweeps go follow @RaymondAaron who shows you how to double your income doing what you love. And it WORKS!!! Say hi fr me
1,"@johnnewton FYI, I am &quot;tysk&quot; so no need to discuss &quot;our&quot; result"
0,"TOTALLY thinking today is a sweats/t-shirt kinda day... *sigh* ne'er gonna happen, though"
1,has packed her room and finished her quiet time with the Lord. Time for ultra sweet dreams.
1,goodnight!!!
0,@princessnaked great tribute to David Carradine on your blog  if only it was true
1,Oh my god yes curly fries.
0,love nate..sorry tommy you can't jerk  haha
0,"@jbergler just read a review, they said it was a bit hard to deal with, esp with sms which would prob be my primary use"
1,@georgebales good place to be!
0,i need crisps!!! why aren't there ever any at home when i want some. grrrrr.
1,"@indymom Oh, no! 10:08 and storm rolling in, have to say the day was pawsome!!"
0,wtf i missed the damn song
1,@jst1986 I should redefine subathing: I'm sitting at the window with aforementioned book
0,just woke up..wish @icjjarvis had of been there when i woke
0,Enjoying my first day off after 4 weeks by sleeping all day!!..Lierally! Haven't moved a muscle and don't plan to..back to the grind tomm
1,wow. long time since i was online here. watching things in youtube. were leaving in june 29.
1,...just found an extra finger on my hand....... oh no maybe not still only 6
0,Lookin for an apartment.....Cant find nothing in my budget.
1,@nichbuick he frequently refers to MP's outgoing 'at the next election' over the expenses row as having been 'defenestrated'.  Daily
0,@LizJonasHQ ahh cool. I wish I was there  my mom won't plan a vacation around JB
1,@Maya84i say when
0,@Beth_Temple betttth with no lift I can come on Monday...or get home 8-)
1,@empress_cryss lol lol  yesss yesss (munga voice)
